id,status,site,country,region_iso,operator,anchor_tenant,gw_facility,gw_facility_low,gw_facility_high,basis,online_year,source,source_url,source_date,last_checked,notes
voltage_park_lightning,announced,Six-site US GPU cloud footprint (Puyallup WA + 5 others),US,multiple,Voltage Park / Lightning AI,merchant,0.169,0.1,0.3,IT,2026-2028,BusinessWire,https://www.businesswire.com/news/home/20260121005000/en/voltage-park-lightning-ai-merger,2026-01-21,2026-04-29,"35,000+ GPU footprint inferred to ~169 MW. Only Centeris Puyallup has ""10+ MW"" public datapoint. Analyst-inferred."
xai_colossus2_residual,announced,Memphis Colossus 2 residual / Southaven MS adjacent,US,TVA,xAI,xAI,0.078,0.0,0.26,facility,2027,Tom's Hardware,https://www.tomshardware.com/news/xai-colossus-2-memphis-residual-2025-12-30,2025-12-30,2026-04-29,"Residual after Epoch Colossus 1+2 against Musk Dec 30 2025 ""almost 2 GW"" claim. Includes MACROHARDRR Southaven MS. Analyst-inferred."
bt_nscale_uk_sovereign,contracted,Three BT UK sites (sub-50 MW IT each),GB,NGESO,BT Group / Nscale / NVIDIA,UK sovereign / regulated-private,0.014,0.014,0.014,IT,2027,BT Group,https://newsroom.bt.com/bt-to-work-with-nscale-to-accelerate-uk-sovereign-ai-capability-powered-by-nvidia/,2026-04-23,2026-04-29,"NEW Apr 23 2026: 14 MW IT total, sovereign sidebar. Edge-adjacent modular compute."
reliance_andhra,announced,Visakhapatnam Andhra Pradesh + Bhogapuram,IN,SRPC,Reliance Industries / Jio,India sovereign / Reliance users,1.5,0.5,1.8,facility,2028-2030,Indian Infrastructure / Inc42 / Andhra Pradesh IPC,https://indianinfrastructure.com/2026/04/28/reliance-industries-limited-plans-to-set-up-ai-data-centre-worth-rs-1-6-trillion-in-visakhapatnam/,2026-04-28,2026-04-29,UPDATED: Apr 25-28 Andhra Pradesh IPC approval for 1.5 GW Visakhapatnam cluster ($17B). Phase 1 = 500 MW Polipalli by Oct 2028; Phase 2 = 1 GW Bhogapuram by 2030. Sovereign sidebar.
reliance_jamnagar_120mw_near,under_construction,Jamnagar Gujarat Phase 1,IN,WRPC,Reliance Industries / Jio,Reliance-owned + Indian enterprise,0.12,0.12,0.12,facility,2026,Business Standard,https://www.business-standard.com/companies/news/reliance-jamnagar-data-centre-h2-2026-126010100123_1.html,2026-01-15,2026-04-29,Sovereign sidebar. 120 MW Jamnagar Phase 1 H2 2026.
reliance_jamnagar_stretch,announced,Jamnagar Gujarat stretch beyond Phase 1,IN,WRPC,Reliance Industries / Jio,Reliance-owned + Indian enterprise,0.88,0.0,1.5,facility,2028+,BusinessToday citing AGM,https://www.businesstoday.in/latest/corporate/story/ril-agm-2024-jamnagar-to-get-gigawatt-scale-ai-ready-data-centre-powered-by-reliance-green-energy-443516-2024-08-29,2024-08-29,2026-04-29,"Sovereign sidebar. AGM ""gigawatt-scale"" stretch beyond near-term tranche."
humain_xai_saudi,announced,Saudi Arabia (first phase),SA,SEC,HUMAIN,xAI,0.5,0.3,0.7,facility,2028,DCD,https://www.datacenterdynamics.com/en/news/xai-humain-data-center-elon-musk/,2025-05-14,2026-04-29,Sovereign sidebar. Part of HUMAIN 2.2 GW master plan (11 sites total).
humain_amd_saudi,announced,Saudi Arabia + US split,SA,SEC,HUMAIN / AMD / Cisco,Saudi sovereign + Luma AI Phase 1,0.3,0.2,0.5,facility,2028-2030,AMD,https://www.amd.com/en/newsroom/press-releases/2025-5-13-amd-and-humain-announce-strategic-collaboration-to-pioneer-ai-globally.html,2025-05-13,2026-04-29,"Sovereign sidebar. AMD ""500 MW across KSA + US"" — KSA share <500 MW. ""Next 5 years"" timeline."
humain_master_plan_residual,announced,Saudi Arabia (10 additional sites in master plan),SA,SEC,HUMAIN,Saudi sovereign,1.7,0.5,2.0,facility,2028-2030,Smarter Articles citing HUMAIN,https://smarterarticles.co.uk/sovereign-ai-how-emerging-markets-are-rewriting-big-tech-rules,2026-03-01,2026-04-29,NEW: Sovereign sidebar. HUMAIN master plan 2.2 GW total (11 sites) minus the 0.5 GW xAI + 0.3 GW AMD already counted = 1.4 GW residual. Range 0.5-2.0 GW reflects scope uncertainty.
microsoft_g42_uae_khazna,contracted,UAE (Khazna sites),AE,EWEC,Khazna Data Centers / G42,Microsoft Azure sovereign cloud,0.2,0.2,0.2,facility,2026,Microsoft,https://news.microsoft.com/source/emea/2025/11/microsoft-and-g42-accelerate-uaes-digital-future-with-major-data-centre-expansion/,2025-11-05,2026-04-29,"CORRECTED from 0.26 to 0.20: source says ""200 MW data centre capacity"" — keep at disclosed value. Sovereign sidebar. Online ""before end of 2026"" not 2027."
uk_culham_initial,contracted,Culham AI Growth Zone (initial 100 MW),GB,NGESO,UK Government / UKAEA,TBD tenant,0.1,0.1,0.1,facility,2027,UKAEA,https://culham.org.uk/invest-at-culham-campus/expression-of-interest/,2025-09-01,2026-04-29,CORRECTED from 0.12 to 0.10 (UKAEA EOI says ~100 MW initial). Sovereign sidebar.
uk_culham_scaleout,announced,Culham AIGZ scale-out beyond 100 MW,GB,NGESO,UK Government / UKAEA,TBD tenant,0.2,0.0,0.4,facility,2030,UKAEA / AI Opportunities Action Plan,https://www.gov.uk/government/publications/ai-opportunities-action-plan,2025-01-13,2026-04-29,CORRECTED from 0.18: UKAEA EOI says scalable up to 500 MW total max. No commercial operator partner announced as of Apr 2026.
amd_france_loi,announced,France (sites TBD; tied to Alice Recoque),FR,RTE France,AMD / French Govt / Bpifrance,French sovereign / research,0.05,0.0,0.1,facility,2027,AMD,https://www.amd.com/en/newsroom/press-releases/2026-4-16-amd-france-loi.html,2026-04-16,2026-04-29,"NEW Apr 16 2026: AMD-France LOI tied to Alice Recoque exascale (~€355M, 2026) and €10B Bpifrance AI ecosystem. Capital not capacity. Sovereign sidebar."
eu_hannover_block,announced,Germany + France (Mistral + Deutsche Telekom),DE/FR,multiple,DT / Mistral / Siemens,EU sovereign / research,0.5,0.2,1.0,facility,2027-2029,Hannover Messe declarations,https://www.hannovermesse.de/en/news/news-articles/eu-sovereign-ai-block-2026/,2026-04-22,2026-04-29,"NEW Apr 20-24 2026: 4-country EU joint declaration ~3,000 exaflops Blackwell-powered compute. DT Industrial AI Cloud (10,000 Blackwell GPUs); Mistral 18,000 Grace Blackwell. MW inferred. Sovereign-adjacent / EU sidebar."
canceled_coreweave_poolside_west_tx,canceled,West Texas (Project Horizon),US,ERCOT,CoreWeave,Poolside,0.0,0.0,0.0,facility,canceled,MLQ,https://mlq.ai/news/coreweave-ends-2-gw-texas-data-center-deal-with-poolside/,2026-04-04,2026-04-29,CANCELED Apr 4 2026: 2 GW deal terminated mutually. CoreWeave $8.5B loan facility supports pivot from single-tenant fixed long-term commitments.
canceled_stargate_uk_cobalt_park,canceled,Cobalt Park / North Tyneside UK,GB,NGESO,OpenAI / Stargate UK,OpenAI,0.0,0.0,0.0,facility,canceled,CNBC / Bloomberg,https://www.cnbc.com/2026/04/09/openai-halts-uk-stargate-project.html,2026-04-09,2026-04-29,PAUSED Apr 9 2026: OpenAI cited UK regulatory environment + industrial energy costs.
canceled_stargate_abilene_oracle_600mw,canceled,Abilene TX (Stargate Oracle/OpenAI 600 MW expansion),US,ERCOT,Oracle,OpenAI,0.0,0.0,0.0,facility,canceled,Bloomberg / DCD March 2026,https://www.bloomberg.com/news/articles/2026-03-15/oracle-openai-stargate-abilene-expansion-canceled,2026-03-15,2026-04-29,CANCELED: 600 MW Oracle/OpenAI expansion shelved. Microsoft picked up adjacent capacity via Crusoe (see crusoe_microsoft_abilene_900mw).
