atom_id,scope,tier,site_or_region,operator,anchor_tenant,gw_facility_central,gw_facility_low,gw_facility_high,gw_it_central,pue,online_year,status,realization_prob,in_western_raw_horizon,in_sovereign_sidebar,in_conservative_T1T2T3,source_publisher,source_url,source_date,last_checked,tier_rationale,tier_rationale_quote,dedupe_group,dedupe_adjustment_mw,dedupe_direction,double_count_risk,notes
epoch_openai_stargate_new_mexico_buildout_remaining,Western,T4,OpenAI Stargate New Mexico,Oracle,OpenAI,2.21,2.21,2.21,1.9052,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 2210.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate New Mexico,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 2210.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.
anthropic_aws_incremental_new_capacity,Western,T4,Project Rainier residual after Madison/Ridgeland Epoch candidates,Amazon,Anthropic,1.973,0.0,3.8,1.6442,1.2,2028,announced,0.58,true,false,false,Anthropic,https://www.anthropic.com/news/anthropic-amazon-compute,2026-04-20,2026-04-22,"T4: primary announcement for up to 5 GW AWS/Anthropic compute, but final residual is site-unallocated and overlap-adjusted; not T3 because no public take-or-pay/site MW schedule.",Anthropic/AWS announce up to 5 GW of new compute; A1 found no public site allocation and flagged Madison/Ridgeland Epoch Rainier candidates for partial dedupe.,anthropic_aws_rainier,-1827,partial_dedupe_epoch_madison_ridgeland,high: Madison and Ridgeland Epoch Rainier candidates deducted from prior residual,Rev-4.2 partial dedupe: prior 3.800 GW residual is reduced by 0.819 GW Madison and 1.008 GW Ridgeland Epoch Rainier candidates; remaining 1.973 GW is site-unallocated Anthropic/AWS capacity.
epoch_openai_stargate_shackelford_buildout_remaining,Western,T4,OpenAI Stargate Shackelford,Oracle,OpenAI,1.96,1.96,1.96,1.6897,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1960.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate Shackelford,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1960.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.
crusoe_cheyenne_or_other_future_capacity,Western,T4,Project Jade / Cheyenne site-plan capacity ex-Abilene,Crusoe,Tallgrass / merchant,1.8,1.8,1.8,1.44,1.25,2027,announced,0.58,true,false,false,Crusoe / DCD,https://www.crusoe.ai/resources/newsroom/crusoe-announces-new-900-mw-ai-factory-campus-in-abilene-texas-to-support-microsoft-ai-infrastructure,2026-04-24,2026-04-25,T4: county/site-plan and Crusoe/Tallgrass evidence support an announced site plan; not T3 because no public hyperscaler take-or-pay or project-finance close was found.,"C2 found Cheyenne is a real 1.8 GW initial AI data center campus candidate, but not publicly evidenced as a firm hyperscaler take-or-pay contract.",crusoe_cheyenne_or_other_future_capacity,-180,split_cheyenne_from_abilene_overlap_and_demote_tier,low for Cheyenne site; high for Abilene capacity already removed to Epoch,Rev-4.2 split: Cheyenne/Project Jade retained at 1.8 GW site-plan capacity; extra 0.18 GW residual removed and Abilene remains excluded as Epoch overlap.
epoch_openai_stargate_michigan_buildout_remaining,Western,T4,OpenAI Stargate Michigan,Oracle,OpenAI,1.383,1.383,1.383,1.1922,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1383.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate Michigan,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1383.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.
epoch_openai_stargate_wisconsin_buildout_remaining,Western,T4,OpenAI Stargate Wisconsin,Oracle,OpenAI,1.3,1.3,1.3,1.1207,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1300.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate Wisconsin,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1300.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.
epoch_openai_stargate_milam_buildout_remaining,Western,T4,OpenAI Stargate Milam,Softbank,OpenAI,1.2,1.2,1.2,1.0345,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1200.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.,epoch_site:OpenAI Stargate Milam,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1200.0 MW facility by 2028-12-31; project=Stargate #confident; country=United States.
epoch_google_cedar_rapids_buildout_remaining,Western,T4,Google Cedar Rapids,Google,Google DeepMind,0.522,0.522,0.522,0.45,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 627.0 MW facility by 2028-11-18; project=n/a; country=United States.,epoch_site:Google Cedar Rapids,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 627.0 MW facility by 2028-11-18; project=n/a; country=United States.
epoch_stack_infrastructure_nva02_buildout_remaining,Western,T4,STACK Infrastructure NVA02,STACK Infrastructure,(unspecified),0.369,0.369,0.369,0.3181,1.16,2028,announced,0.58,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 487.0 MW facility by 2028-01-01; project=n/a; country=United States.,epoch_site:STACK Infrastructure NVA02,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 487.0 MW facility by 2028-01-01; project=n/a; country=United States.
lambda_microsoft_contract,Western,T4,"Lambda leased, signed, committed capacity",Lambda,Microsoft / NVIDIA,0.32,0.32,0.32,0.256,1.25,2027,contracted,0.58,true,false,false,Lambda / DCD,https://lambda.ai/blog/lambda-raises-over-1.5b-from-twg-global-usit-to-build-superintelligence-cloud-infrastructure,2025-11-18,2026-04-25,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Private pre-IPO capacity with Microsoft/NVIDIA anchors; T4 because no public RPO/take-or-pay capacity disclosure.,lambda_microsoft_contract,0,none,medium: same Microsoft/NVIDIA ecosystem but no site overlap evidence,Private pre-IPO capacity with Microsoft/NVIDIA anchors; T4 because no public RPO/take-or-pay capacity disclosure.
together_contracted_private_capacity,Western,T4,North America secured capacity,Together AI,merchant + inference customers,0.25,0.25,0.25,0.2,1.25,2027,contracted,0.45,true,false,false,Together AI / Sacra,https://www.together.ai/blog/together-ai-expands-in-europe,2026-04-23,2026-04-25,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Private-company contracted capacity; T4 because source support and MW conversion are weaker than public RPO evidence.,together_contracted_private_capacity,0,none,—,Private-company contracted capacity; T4 because source support and MW conversion are weaker than public RPO evidence.
nscale_microsoft_contract_capacity,Western,T4,Ward County/Cedarvale Texas Microsoft floor; Narvik/Loughton deduped to Fairwater,Nscale,Microsoft / Google,0.24,0.234,0.94,0.2,1.2,2027,contracted,0.58,true,false,false,SiliconANGLE,https://siliconangle.com/2025/10/15/nscale-inks-200000-gpu-data-center-contract-microsoft/,2025-10-15,2026-04-25,"T4: primary company support for a named Microsoft deployment floor, but the old 900 MW point relied on optional Texas expansion plus overlapping Fairwater sites.",C3 found no primary source stating a standalone 900 MW contract; strongest primary support is Ward County 234-240 MW plus a 700 MW Microsoft option.,nscale_microsoft_contract_capacity,-660,partial_dedupe_fairwater_and_option_demote,high: Narvik/Loughton are attributed to Fairwater International; 700 MW Texas second phase is optional,Rev-4.2 partial dedupe/source replacement: keep Ward County/Cedarvale at the primary-supported ~240 MW floor; remove Narvik/Loughton to Fairwater and carry the 700 MW Texas second phase only as high/option.
meta_hyperion_stretch_incremental,Western,T5,Hyperion stretch beyond Epoch evidenced 2.262 GW,Meta,Meta,3.014,0.0,3.014,2.74,1.1,2029,speculative,0.28,true,false,false,Meta,https://s21.q4cdn.com/399680738/files/doc_financials/2025/q2/META-Q2-2025-Earnings-Call-Transcript.pdf,2025-07-30,2026-04-28,"T5 because the 5 GW figure is source-disclosed CEO statement and Engineering blog corroborates, but lacks: (a) named permits beyond LPSC U-37425 which supports ~2 GW initial generation; (b) firm site-plan beyond initial Hyperion campus; (c) hardware/financing JV expansion past current $27B Blue Owl envelope. Not T4 because no permitting/utility/JV amendment ties the stretch to specific additional MW. Not T6 because the GW figure is direct CEO disclosure.","""can scale up to 5GW over several years"" — Zuckerberg Q2 2025",meta_hyperion_stretch_incremental,0,none,—,"Rev-4.3 source replacement (reviewer #7 fix): replaced local cached transcript URL with publicly hosted Meta Q2 2025 transcript PDF. Stretch = 5.0 GW Zuckerberg statement minus 2.262 GW Epoch Hyperion buildout floor. Engineering at Meta blog (2025-09-29) corroborates ""scale up to 5 GW once finished"". Meta FY2025 10-K corroborates Hyperion JV with $27B development cost and four-year initial lease (2029)."
anthropic_google_broadcom_physical_tpu,Western,T5,"""vast majority"" US-sited per Anthropic; physical shells unspecified (Google-owned campuses, Fluidstack TX/NY shells, or operational/financial partners per Broadcom 8-K)",Google Cloud / Broadcom,Anthropic,2.7,0.0,5.4,2.25,1.2,2027,announced,0.3,true,false,false,Anthropic / Broadcom 8-K / Google Cloud Press,https://www.sec.gov/Archives/edgar/data/1730168/000119312526144028/0001193125-26-144028-index.htm,2026-04-06,2026-04-28,"T5 because all 3-of-3 source-content checks pass (counterparty: Google Cloud + Broadcom; magnitude: 4.5 GW IT total; window: 2026-2031), but no specific physical site is named. Anthropic explicitly says ""vast majority will be sited in the United States"" but does not name campuses. Not T4 because no named site/project. Not T6 because the GW figure is source-disclosed, not analyst-inferred. Per user direction, this row is now visible in the paper at T5 with explicit dedupe range, replacing the prior Class B chip-procurement zero treatment that violated the 3-of-3 inclusion test.","""approximately 3.5 gigawatts"" (Broadcom 8-K) + ""vast majority will be sited in the United States"" (Anthropic Apr 6 2026) — counterparty + magnitude + broad window present, named site absent.",anthropic_google_broadcom_physical_tpu,-2700,partial_overlap_50pct_central_against_google_epoch_plus_fluidstack,high (partially deduped Rev-4.3): central case removes 2.7 GW assumed Epoch overlap (Fluidstack 0.509 + 50% of Google Epoch sites); range 0-5.4 GW spans full overlap to no overlap.,"Rev-4.3 NEW ATOM (per user direction: ""Anthropic-Google deal should exist in the paper at appropriate tier""). Total Anthropic-Google/Broadcom TPU exposure = 1 GW IT (Anthropic Oct 23, 2025) + 3.5 GW IT (Broadcom 8-K Apr 6, 2026) = 4.5 GW IT. Central case assumes 50% physical-shell overlap with existing Google Epoch sites (Goodnight 1.09 GW + New Albany 0.54 + Cedar Rapids 0.63 + Council Bluffs E 0.28 + Pryor N 0.45 + Omaha 0.47 = 3.46 GW Google candidates) plus Fluidstack Lake Mariner (0.51 GW). Net-new central = 5.4 GW facility / 2 = 2.7 GW. Low = 0 (full overlap absorbed by Epoch + Fluidstack); high = 5.4 GW (no overlap, full net-new physical capacity)."
epoch_amazon_ridgeland_buildout_remaining,Western,T5,Amazon Ridgeland,Amazon,Anthropic,1.008,1.008,1.008,0.869,1.16,2027,speculative,0.32,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T5 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1008.0 MW facility by 2027-09-21; project=Project Rainier #speculative; country=United States.,epoch_site:Amazon Ridgeland,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1008.0 MW facility by 2027-09-21; project=Project Rainier #speculative; country=United States.
epoch_coreweave_helios_buildout_remaining,Western,T5,Coreweave Helios,Coreweave,Microsoft,0.8,0.8,0.8,0.6897,1.16,2029,speculative,0.32,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T5 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 800.0 MW facility by 2029-01-01; project=n/a; country=United States.,epoch_site:Coreweave Helios,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 800.0 MW facility by 2029-01-01; project=n/a; country=United States.
anthropic_azure_incremental_capacity,Western,T5,Azure sites not disclosed; central case assumes ~50% Fairwater overlap,Microsoft Azure,Anthropic,0.59,0.0,1.18,0.5,1.18,2027,announced,0.3,true,false,false,Microsoft,https://blogs.microsoft.com/blog/2025/11/18/microsoft-nvidia-and-anthropic-announce-strategic-partnerships/,2025-11-18,2026-04-28,"T5 because Microsoft press release names counterparty (Anthropic), states GW magnitude (up to 1 GW compute capacity), and gives broad delivery window (1 GW + Vera Rubin = 2026 onset); but no specific Azure region, site, utility, PPA, or contract tenor is disclosed. Source language is ""compute capacity"" not facility MW. Not T4 because no named site/project. Not T6 because the GW figure is source-disclosed, not analyst-inferred.","""up to one gigawatt of compute capacity"" with no named sites",anthropic_azure_fairwater_overlap_central,-590,partial_fairwater_overlap_50pct_central,"high (partially deduped Rev-4.3): central case applies 50% Fairwater overlap assumption (590 MW of 1180 MW removed); low case = 0 incremental (full Fairwater carve-out), high case = 1180 MW (full net-new).","Rev-4.3 dedupe adjudication: Microsoft and NVIDIA both confirm Vera Rubin (the chip class Anthropic uses on Azure) deploys at Fairwater Wisconsin and Atlanta. Central case applies a 50% Fairwater overlap assumption (590 MW facility net-new), with low=0 (full overlap, all Anthropic Azure capacity carved from Fairwater Epoch rows) and high=1180 (no overlap, Anthropic gets net-new Microsoft sites). Documented as judgmental; sources do not disclose Anthropic site list."
epoch_amazon_madison_mega_site_buildout_remaining,Western,T5,Amazon Madison Mega Site,Amazon,Anthropic,0.478,0.478,0.478,0.4121,1.16,2026,speculative,0.32,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T5 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 819.0 MW facility by 2026-09-18; project=Project Rainier #speculative; country=United States.,epoch_site:Amazon Madison Mega Site,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 819.0 MW facility by 2026-09-18; project=Project Rainier #speculative; country=United States.
epoch_stream_phoenix_buildout_remaining,Western,T5,Stream Phoenix,Stream Data Centers,(unspecified),0.267,0.267,0.267,0.2302,1.16,2030,speculative,0.32,true,false,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T5 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 267.0 MW facility by 2030-01-01; project=n/a; country=United States.,epoch_site:Stream Phoenix,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 267.0 MW facility by 2030-01-01; project=n/a; country=United States.
voltage_park_lightning_inferred,Western,T6,Six-site US GPU cloud footprint,Voltage Park / Lightning,merchant,0.1688,0.1688,0.1688,0.135,1.25,2026,inferred,0.6,true,false,false,BusinessWire / Voltage Park,https://www.voltagepark.com/blog/lightning-ai-voltage-park-merger-to-create-the-first-cloud-built-for-ai,2026-02-06,2026-04-25,T6 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,MW inferred from roughly 35k GPU footprint across six sites; no direct MW disclosure.,voltage_park_lightning_inferred,0,none,—,MW inferred from roughly 35k GPU footprint across six sites; no direct MW disclosure.
together_operational_inferred,Western,T6,"Maryland, Memphis, Sweden operational footprint",Together AI,merchant,0.0813,0.0813,0.0813,0.065,1.25,op.,inferred,0.5,true,false,false,Together AI / Sacra,https://www.together.ai/blog/together-ai-expands-in-europe,2026-04-23,2026-04-25,T6 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Operational MW inferred from GPU/site footprint; T6 in tier rollup.,together_operational_inferred,0,none,—,Operational MW inferred from GPU/site footprint; T6 in tier rollup.
xai_colossus2_residual,Western,T6,Memphis Colossus 2 residual,xAI,xAI,0.078,0.0,0.26,0.06,1.3,2027,inferred,0.25,true,false,false,Tom's Hardware,https://www.tomshardware.com/tech-industry/artificial-intelligence/musk-purchases-third-building-at-memphis-site-to-expand-xais-training-capacity-to-a-monstrous-2-gigawatts-announcement-comes-days-after-musk-vows-to-have-more-ai-compute-than-everyone-else,2025-12-30,2026-04-22,T6 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Residual between Musk 2 GW claim and Epoch Colossus buildout; nearly all capacity already in Epoch.,xai_colossus2_residual,0,none,high: residual depends on Epoch subtraction and secondary reporting,Residual between Musk 2 GW claim and Epoch Colossus buildout; nearly all capacity already in Epoch.
reliance_jio_jamnagar_near_term_120mw,Sovereign,T2,Jamnagar Gujarat near-term AI data center tranche,Reliance Industries / Jio,Reliance-owned + Indian enterprise,0.12,0.12,0.12,0.0857,1.4,2026,announced,0.88,false,true,false,Reliance Jio / Indian press,https://techcrunch.com/2026/02/19/reliance-unveils-110b-ai-investment-plan-as-india-ramps-up-tech-ambitions/,2026-02-19,2026-04-28,T2: specific near-term >120 MW tranche with reported H2 2026 timing; not T3 because no public take-or-pay/tenant economics.,"D1 reports a first Jamnagar tranche of more than 120 MW coming online in H2 2026, while source basis remains media-reported rather than a Reliance filing.",reliance_jio_jamnagar,0,split_from_stretch_row,low: no local Epoch Reliance/Jamnagar row found,Rev-4.2 split: near-term Jamnagar tranche carried separately from the 1 GW sovereign stretch row.
epoch_openai_stargate_uae_buildout_remaining,Sovereign,T4,OpenAI Stargate UAE,G42,OpenAI,1.4,1.4,1.4,1.2069,1.16,2028,announced,0.58,false,true,false,Epoch AI Frontier Data Centers,https://epoch.ai/data/data-centers,2026-04-20,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Epoch remaining buildout to 1400.0 MW facility by 2028-01-01; project=Stargate #confident; country=United Arab Emirates.,epoch_site:OpenAI Stargate UAE,0,counted_once_as_epoch_site,—,Epoch remaining buildout to 1400.0 MW facility by 2028-01-01; project=Stargate #confident; country=United Arab Emirates.
xai_humain_saudi,Sovereign,T4,"Saudi Arabia, exact first site undisclosed; first of network per HUMAIN",HUMAIN,xAI,0.5,0.4,0.6,0.3704,1.35,2028,announced,0.55,false,true,false,Data Center Dynamics / CNBC,https://www.datacenterdynamics.com/en/news/xai-humain-data-center-elon-musk/,2025-11-20,2026-04-28,"T4 because xAI Nov 19, 2025 framework agreement names counterparty (HUMAIN/KSA) + magnitude (500 MW per DCD) + broad timing (first of network). Not T3 because no executed lease, PPA, take-or-pay, or financing close. Not T5 because the framework is more than just a stretch announcement — xAI confirmed and HUMAIN broke ground on Riyadh/Dammam.","""build a 500MW data center in Saudi Arabia"" (DCD) + ""design, build, and operate hyperscale GPU data centers"" (xAI framework)",xai_humain_saudi_500mw,0,high_overlap_risk_with_nvidia_humain_500mw_not_summed,high (documented Rev-4.3): potential overlap with NVIDIA-HUMAIN 500 MW Saudi AI factories program; both rows would not be additive in same sovereign sum without site/tenant allocation.,"Rev-4.3 source date refresh (D2 research): updated source_date from May 2025 (stale) to Nov 20, 2025 — DCD reporting on US-Saudi Investment Forum + xAI Nov 19, 2025 framework agreement (https://x.ai/news/grok-goes-global). xAI 500 MW is Nvidia-powered per media context; potential overlap with NVIDIA-HUMAIN 500 MW Saudi AI factories program (May 13, 2025) — sources do not resolve whether same physical capacity. Sovereign sidebar only (not Western)."
humain_amd_saudi,Sovereign,T4,Saudi Arabia and US network; Saudi first-phase site likely Riyadh or Dammam (not confirmed in primary AMD May source),HUMAIN / AMD (later joined by Cisco),Saudi sovereign + enterprise/startup/global customers; Luma AI named first JV customer for phase 1,0.5,0.3,0.7,0.3704,1.35,2028,announced,0.55,false,true,false,AMD / DCD,https://www.amd.com/en/newsroom/press-releases/2025-5-13-amd-and-humain-form-strategic--10b-collaboration-.html,2025-05-13,2026-04-28,"T4 because AMD May 2025 release names counterparty (HUMAIN) + magnitude (500 MW) + window (over 5 years). Not T3 because no firm tenant offtake / take-or-pay disclosed (only ""up to"" + customer-network language). Not T5 because the AMD primary source itself discloses MW.","""deploy 500 megawatts of AI compute capacity"" + ""up to $10 billion"" — AMD primary",humain_amd_saudi_500mw_subsumed_by_amd_cisco_jv_1gw,0,high_overlap_risk_with_amd_cisco_1gw_jv_kept_separate_pending_adjudication,high (documented Rev-4.3): potential subsumption within AMD/Cisco/HUMAIN Nov 2025 JV 1 GW envelope; not summed without adjudication.,"Rev-4.3 source corrected (D2 research): primary AMD May 13, 2025 release (""AMD AND HUMAIN FORM STRATEGIC, $10B COLLABORATION"") states 500 MW over five years across a network from Saudi Arabia to the United States. AMD/Cisco/HUMAIN November 19, 2025 JV is later/deepened collaboration for up to 1 GW by 2030 with 100 MW Saudi phase 1; DCD explicitly flags uncertainty on whether November 1 GW is separate from or part of May 500 MW. Treat May 500 MW as base candidate; do NOT sum with AMD/Cisco 1 GW until adjudication."
microsoft_g42_uae_khazna,Sovereign,T4,UAE Khazna Microsoft-G42 expansion,Khazna Data Centers / G42,Microsoft Azure sovereign cloud,0.26,0.26,0.26,0.2,1.3,2027,announced,0.7,false,true,false,Microsoft,https://news.microsoft.com/source/emea/2025/11/microsoft-and-g42-accelerate-uaes-digital-future-with-major-data-centre-expansion/,2025-11-01,2026-04-22,T4 per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,"Sovereign UAE capacity; sidebar only, not Western denominator.",microsoft_g42_uae_khazna,0,none,—,"Sovereign UAE capacity; sidebar only, not Western denominator."
uk_culham_ai_growth_zone_initial_100mw,Sovereign,T4,Culham AI Growth Zone initial 100 MW opportunity,UK Government / UKAEA,UK sovereign + TBD tenant,0.12,0.12,0.12,0.1,1.2,2027,announced,0.58,false,true,false,UK Atomic Energy Authority / Culham Campus EOI,https://culham.org.uk/invest-at-culham-campus/expression-of-interest/,2025-08-12,2026-04-28,"T4: designated site and UKAEA expression-of-interest with approximately 100 MW available; not T3 because no signed private partner, anchor tenant, or contract economics were found.","UKAEA identifies roughly 100 MW of steady-state, dual-resilient power available for a mission-led AI data centre; D3 found no 300 MW source-stated figure.",uk_culham_ai_growth_zone,0,split_from_scaleout_row,low: no local Epoch Culham row found,Rev-4.2 split: initial 100 MW Culham opportunity converted to 120 MW facility at PUE 1.2 and separated from the scale-out stretch row.
reliance_andhra_1gw_ai_dc_mou,Sovereign,T5,"Andhra Pradesh, India; specific site undisclosed in Reliance MoU",Reliance Industries / Jio,India sovereign / Reliance users,1.0,0.0,1.0,0.7143,1.4,2030,announced,0.2,false,true,false,Economic Times / Andhra Pradesh state press,https://www.business-standard.com/companies/news/reliance-andhra-pradesh-1gw-ai-data-centre-investment-125111401010_1.html,2025-11-14,2026-04-28,"T5 because counterparty (Reliance), magnitude (1 GW), and broad delivery window (by 2030) all present, but the source is MoU-level secondary reporting (no Reliance filing, no AP government primary text, no permits, no PPA, no land allocation). Not T4 because the AP MoU has no named site or phase plan in primary sources. Not T6 because Reliance and AP government both publicly disclosed the 1 GW figure.","""1 GW Artificial Intelligence (AI) data centre"" — Reliance/AP MoU + 6 GWp solar support",reliance_ap_1gw_program,0,counted_once_with_digital_connexion_vizag_marked_excluded,"high (resolved Rev-4.3): same program as Digital Connexion Vizag 1 GW; counted once here, Digital Connexion atom marked excluded.","Rev-4.3 NEW ATOM (D1 research adjudication): November 14, 2025 Reliance / AP government MoU for 1 GW AI data center backed by 6 GWp solar; described as twin to Jamnagar. Likely SAME PROGRAM as the Nov 26-27, 2025 Digital Connexion (Reliance/Brookfield/Digital Realty JV) Visakhapatnam 1 GW campus announcement (12 days apart, both Reliance-linked, both AP, both 1 GW). Counted once via this atom; digital_connexion_vizag_1gw_overlap is excluded."
reliance_jio_jamnagar,Sovereign,T5,Jamnagar Gujarat AI data center stretch beyond near-term tranche,Reliance Industries / Jio,Reliance-owned + Indian enterprise,0.88,0.0,2.88,0.6286,1.4,2028,speculative,0.2,false,true,false,BusinessToday citing RIL AGM,https://www.businesstoday.in/latest/corporate/story/ril-agm-2024-jamnagar-to-get-gigawatt-scale-ai-ready-data-centre-powered-by-reliance-green-energy-443516-2024-08-29,2024-08-29,2026-04-22,"T5: gigawatt-scale Jamnagar ambition remains stretch until source-stated site MW, partner, planning and energization evidence are public.",D1 found the 1 GW Jamnagar figure is a stretch/ambition; the evidenced near-term tranche is more than 120 MW.,reliance_jio_jamnagar,-120,split_near_term_120mw_tranche,low versus Epoch; stretch row separated from near-term 120 MW tranche,Rev-4.2 split: this row carries the Jamnagar sovereign stretch residual beyond the separately disclosed >120 MW near-term tranche.
uk_culham_ai_growth_zone,Sovereign,T5,Culham AI Growth Zone scale-out beyond initial 100 MW,UK Government / UKAEA,UK sovereign + TBD tenant,0.18,0.0,0.48,0.15,1.2,2030,speculative,0.3,false,true,false,UK Government,https://www.gov.uk/government/publications/ai-opportunities-action-plan,2025-01-13,2026-04-22,"T5: 500 MW scale is official policy/site-readiness aspiration, not a contracted build; no named operator, tenant, planning consent, or grid schedule found.",D3 found primary sources state 100 MW initial capacity and scale/aspiration up to 500 MW; no reviewed primary source states 300 MW for Culham.,uk_culham_ai_growth_zone,-120,split_initial_100mw_tranche,low versus Epoch; scale-out separated from initial 100 MW public opportunity,Rev-4.2 split: this row carries the Culham scale-out/stretch residual beyond the source-stated initial 100 MW opportunity; central preserves the prior 300 MW facility midpoint when combined with the initial row.
crusoe_abilene_epoch_overlap,Excluded (dedupe),excluded,Abilene Stargate and Microsoft expansion overlap,Crusoe / Oracle / Microsoft,OpenAI / Microsoft,2.12,2.12,2.12,1.696,1.25,?,excluded,0.0,false,false,false,Epoch AI / Crusoe,https://www.crusoe.ai/resources/newsroom/crusoe-announces-new-900-mw-ai-factory-campus-in-abilene-texas-to-support-microsoft-ai-infrastructure,2026-04-24,2026-04-25,excluded per Rev-4.1 evidence tier; see docs/tier_table.md pending Rev-4.2 research adjudication.,Abilene Phase 1+2 and Microsoft Abilene expansion are already counted in Epoch; excluded from Crusoe incremental neocloud capacity.,crusoe_abilene_epoch_overlap,-2120,exclude_neocloud_duplicate_counted_in_epoch,Crusoe Abilene/Epoch overlap,Abilene Phase 1+2 and Microsoft Abilene expansion are already counted in Epoch; excluded from Crusoe incremental neocloud capacity.
